nid,title,type,doc_type,BoL
118903,"Dodd-Frank - Title I - Financial Stability",statute,NULL,127
118904,"Dodd-Frank - Title II - Orderly Liquidation Authority",statute,NULL,127
118905,"Dodd-Frank - Title III - Transfer of Powers to the Comptroller of the Currency, the Corporation, and the Board of Governors",statute,NULL,127
118906,"Dodd-Frank - Title IV - Regulation of Advisers to Hedge Funds and Others",statute,NULL,127
118907,"Dodd-Frank - Title IX - Investor Protections and Improvements to the Regulation of Securities",statute,NULL,127
118908,"Dodd-Frank - Title VI - Improvements to Regulation of Bank and Savings Association Holding Companies & Depository Institutions",statute,NULL,127
118909,"Dodd-Frank - Title VII - Wall Street Transparency and Accountability",statute,NULL,127
118910,"Dodd-Frank - Title VIII - Payment, Clearing, and Settlement Supervision",statute,NULL,127
118911,"Dodd-Frank - Title X - Bureau of Consumer Financial Protection",statute,NULL,127
118912,"Dodd-Frank - Title XI - Federal Reserve System Provisions",statute,NULL,127
118913,"Dodd-Frank - Title XII - Improving Access to Mainstream Financial Institutions",statute,NULL,127
118914,"Dodd-Frank - Title XIII - Pay It Back Act",statute,NULL,127
118915,"Dodd-Frank - Title XIV - Mortgage Reform and Anti-Predatory Lending Act",statute,NULL,127
118916,"Dodd-Frank - Title XV - Miscellaneous Provisions",statute,NULL,127
118917,"Dodd-Frank - Title XVI - Section 1256 Contracts",statute,NULL,127
118918,"Dodd-Frank - Title V - Insurance",statute,NULL,127
118919,"Dodd-Frank - Sec. 101. Short Title",statute,NULL,127
118920,"Dodd-Frank - Sec. 102. Definitions",statute,NULL,127
118921,"Dodd-Frank - Sec. 112. Council authority",statute,NULL,127
118922,"Dodd-Frank - Sec. 111. Financial Stability Oversight Counsil Established",statute,NULL,127
118923,"Dodd-Frank - Sec. 114. Registration of nonbank financial companies supervised by the Board of Governors",statute,NULL,127
118924,"Dodd-Frank - Sec. 115. Enhanced supervision and prudential standards for nonbank financial companies supervised by the Board of Governors and certain bank holding companies",statute,NULL,127
118925,"Dodd-Frank - Sec. 116. Reports",statute,NULL,127
118926,"Dodd-Frank - Sec. 117. Treatment of certain companies that cease to be bank holding companies",statute,NULL,127
118927,"Dodd-Frank - Sec. 118. Council funding",statute,NULL,127
118928,"Dodd-Frank - Sec. 119. Resolution of supervisory jurisdictional disputes among member agencies",statute,NULL,127
118929,"Dodd-Frank - Sec. 120. Additional standards applicable to activities or practices for financial stability purposes",statute,NULL,127
118930,"Dodd-Frank - Sec. 121. Mitigation of risks to financial stability",statute,NULL,127
118931,"Dodd-Frank - Sec. 122. GAO Audit of Council",statute,NULL,127
118932,"Dodd-Frank - Sec. 123. Study of the effects of size and complexity of financial institutions on capital market efficiency and economic growth",statute,NULL,127
118933,"Dodd-Frank - Sec. 151. Definitions",statute,NULL,127
118934,"Dodd-Frank - Sec. 152. Office of Financial Research established",statute,NULL,127
118935,"Dodd-Frank - Sec. 153. Purpose and duties of the Office",statute,NULL,127
118936,"Dodd-Frank - Sec. 154. Organizational structure; responsibilities of primary programmatic units",statute,NULL,127
118937,"Dodd-Frank - Sec. 155. Funding",statute,NULL,127
118938,"Dodd-Frank - Sec. 156. Transition oversight",statute,NULL,127
118939,"Dodd-Frank - Sec. 161. Reports by and examinations of nonbank financial companies by the Board of Governors",statute,NULL,127
118940,"Dodd-Frank - Sec. 162. Enforcement",statute,NULL,127
118941,"Dodd-Frank - Sec. 163. Acquisitions",statute,NULL,127
118942,"Dodd-Frank - Sec. 164. Prohibition against management interlocks between certain financial companies",statute,NULL,127
118943,"Dodd-Frank - Sec. 165. Enhanced supervision and prudential standards for nonbank financial companies supervised...",statute,NULL,127
118944,"Dodd-Frank - Sec. 166. Early remediation requirements",statute,NULL,127
118945,"Dodd-Frank - Sec. 167. Affiliations",statute,NULL,127
118946,"Dodd-Frank - Sec. 168. Regulations",statute,NULL,127
118947,"Dodd-Frank - Sec. 169. Avoiding duplication",statute,NULL,127
118948,"Dodd-Frank - Sec. 170. Safe harbor",statute,NULL,127
118949,"Dodd-Frank - Sec. 171. Leverage and risk-based capital requirements",statute,NULL,127
118950,"Dodd-Frank - Sec. 172. Examination and enforcement actions for insurance and orderly liquidation purposes",statute,NULL,127
118951,"Dodd-Frank - Sec. 173. Access to United States financial market by foreign institutions",statute,NULL,127
118952,"Dodd-Frank - Sec. 174. Studies and reports on holding company capital requirements",statute,NULL,127
118953,"Dodd-Frank - Sec. 175. International policy coordination",statute,NULL,127
118954,"Dodd-Frank - Sec. 176. Rule of construction",statute,NULL,127
118955,"Dodd-Frank - Sec. 201. Definitions",statute,NULL,127
118956,"Dodd-Frank - Sec. 202. Judicial review",statute,NULL,127
118957,"Dodd-Frank - Sec. 203. Systemic risk determination",statute,NULL,127
118958,"Dodd-Frank - Sec. 204. Orderly liquidation of covered financial companies",statute,NULL,127
118959,"Dodd-Frank - Sec. 205. Orderly liquidation of covered brokers and dealers",statute,NULL,127
118960,"Dodd-Frank - Sec. 206. Mandatory terms and conditions for all orderly liquidation actions",statute,NULL,127
118961,"Dodd-Frank - Sec. 207. Directors not liable for acquiescing in appointment of receiver",statute,NULL,127
118962,"Dodd-Frank - Sec. 208. Dismissal and exclusion of other actions",statute,NULL,127
118963,"Dodd-Frank - Sec. 209. Rulemaking; non-conflicting law",statute,NULL,127
118964,"Dodd-Frank - Sec. 210. Powers and duties of the Corporation",statute,NULL,127
118965,"Dodd-Frank - Sec. 211. Miscellaneous provisions",statute,NULL,127
118966,"Dodd-Frank - Sec. 212. Prohibition of circumvention and prevention of conflicts of interest",statute,NULL,127
118967,"Dodd-Frank - Sec. 213. Ban on certain activities by senior executives and directors",statute,NULL,127
118968,"Dodd-Frank - Sec. 214. Prohibition on taxpayer funding",statute,NULL,127
118969,"Dodd-Frank - Sec. 215. Study on secured creditor haircuts",statute,NULL,127
118970,"Dodd-Frank - Sec. 216. Study on bankruptcy process for financial and nonbank financial institutions",statute,NULL,127
118971,"Dodd-Frank - Sec. 217. Study on international coordination relating to bankruptcy process for nonbank financial institutions",statute,NULL,127
118972,"Dodd-Frank - Sec. 300. Short title",statute,NULL,127
118973,"Dodd-Frank - Sec. 301. Purposes",statute,NULL,127
118974,"Dodd-Frank - Sec. 302. Definition",statute,NULL,127
118975,"Dodd-Frank - Sec. 311. Transfer date",statute,NULL,127
118976,"Dodd-Frank - Sec. 312. Powers and duties transferred",statute,NULL,127
118977,"Dodd-Frank - Sec. 313. Abolishment",statute,NULL,127
118978,"Dodd-Frank - Sec. 314. Amendments to the Revised Statutes",statute,NULL,127
118979,"Dodd-Frank - Sec. 315. Federal information policy",statute,NULL,127
118980,"Dodd-Frank - Sec. 316. Savings provisions",statute,NULL,127
118981,"Dodd-Frank - Sec. 317. References in Federal law to Federal banking agencies",statute,NULL,127
118982,"Dodd-Frank - Sec. 318. Funding",statute,NULL,127
118983,"Dodd-Frank - Sec. 319. Contracting and leasing authority",statute,NULL,127
118984,"Dodd-Frank - Sec. 321. Interim use of funds, personnel, and property of the Office of Thrift Supervision",statute,NULL,127
118985,"Dodd-Frank - Sec. 322. Transfer of employees",statute,NULL,127
118986,"Dodd-Frank - Sec. 323. Property transferred",statute,NULL,127
118987,"Dodd-Frank - Sec. 324. Funds transferred",statute,NULL,127
118988,"Dodd-Frank - Sec. 325. Disposition of affairs",statute,NULL,127
118989,"Dodd-Frank - Sec. 326. Continuation of services",statute,NULL,127
118990,"Dodd-Frank - Sec. 327. Implementation plan and reports",statute,NULL,127
118991,"Dodd-Frank - Sec. 331. Deposit insurance reforms",statute,NULL,127
118992,"Dodd-Frank - Sec. 332. Elimination of procyclical assessments",statute,NULL,127
118993,"Dodd-Frank - Sec. 333. Enhanced access to information for deposit insurance purposes",statute,NULL,127
118994,"Dodd-Frank - Sec. 334. Transition reserve ratio requirements to reflect new assessment base",statute,NULL,127
118995,"Dodd-Frank - Sec. 335. Permanent increase in deposit and share insurance",statute,NULL,127
118996,"Dodd-Frank - Sec. 336. Management of the Federal Deposit Insurance Corporation",statute,NULL,127
118997,"Dodd-Frank - Sec. 341. Branching",statute,NULL,127
118998,"Dodd-Frank - Sec. 342. Office of Minority and Women Inclusion",statute,NULL,127
118999,"Dodd-Frank - Sec. 343. Insurance of transaction accounts",statute,NULL,127
119000,"Dodd-Frank - Sec. 351. Effective date",statute,NULL,127
119001,"Dodd-Frank - Sec. 352. Balanced Budget and Emergency Deficit Control Act of 1985",statute,NULL,127
119002,"Dodd-Frank - Sec. 353. Bank Enterprise Act of 1991",statute,NULL,127
119003,"Dodd-Frank - Sec. 354. Bank Holding Company Act of 1956",statute,NULL,127
119004,"Dodd-Frank - Sec. 355. Bank Holding Company Act Amendments of 1970",statute,NULL,127
119005,"Dodd-Frank - Sec. 356. Bank Protection Act of 1968",statute,NULL,127
119006,"Dodd-Frank - Sec. 357. Bank Service Company Act",statute,NULL,127
119007,"Dodd-Frank - Sec. 358. Community Reinvestment Act of 1977",statute,NULL,127
119008,"Dodd-Frank - Sec. 359. Crime Control Act of 1990",statute,NULL,127
119009,"Dodd-Frank - Sec. 360. Depository Institution Management Interlocks Act",statute,NULL,127
119010,"Dodd-Frank - Sec. 361. Emergency Homeowners' Relief Act",statute,NULL,127
119011,"Dodd-Frank - Sec. 362. Federal Credit Union Act",statute,NULL,127
119012,"Dodd-Frank - Sec. 363. Federal Deposit Insurance Act",statute,NULL,127
119013,"Dodd-Frank - Sec. 364. Federal Home Loan Bank Act",statute,NULL,127
119014,"Dodd-Frank - Sec. 365. Federal Housing Enterprises Financial Safety and Soundness Act of 1992",statute,NULL,127
119015,"Dodd-Frank - Sec. 366. Federal Reserve Act",statute,NULL,127
119016,"Dodd-Frank - Sec. 367. Financial Institutions Reform, Recovery, and Enforcement Act of 1989",statute,NULL,127
119017,"Dodd-Frank - Sec. 368. Flood Disaster Protection Act of 1973",statute,NULL,127
119018,"Dodd-Frank - Sec. 369. Home Owners' Loan Act",statute,NULL,127
119019,"Dodd-Frank - Sec. 370. Housing Act of 1948",statute,NULL,127
119020,"Dodd-Frank - Sec. 371. Housing and Community Development Act of 1992",statute,NULL,127
119021,"Dodd-Frank - Sec. 372. Housing and Urban-Rural Recovery Act of 1983",statute,NULL,127
119022,"Dodd-Frank - Sec. 373. National Housing Act",statute,NULL,127
119023,"Dodd-Frank - Sec. 374. Neighborhood Reinvestment Corporation Act",statute,NULL,127
119024,"Dodd-Frank - Sec. 375. Public Law 93-100",statute,NULL,127
119025,"Dodd-Frank - Sec. 376. Securities Exchange Act of 1934",statute,NULL,127
119026,"Dodd-Frank - Sec. 377. Title 18, United States Code",statute,NULL,127
119027,"Dodd-Frank - Sec. 378. Title 31, United States Code",statute,NULL,127
119028,"Dodd-Frank - Sec. 401. Short title",statute,NULL,127
119029,"Dodd-Frank - Sec. 402. Definitions",statute,NULL,127
119030,"Dodd-Frank - Sec. 403. Elimination of private adviser exemption; limited exemption for foreign private advisers; limited intrastate exemption",statute,NULL,127
119031,"Dodd-Frank - Sec. 404. Collection of systemic risk data; reports; examinations; disclosures",statute,NULL,127
119032,"Dodd-Frank - Sec. 405. Disclosure provision amendment",statute,NULL,127
119033,"Dodd-Frank - Sec. 406. Clarification of rulemaking authority",statute,NULL,127
119034,"Dodd-Frank - Sec. 407. Exemption of venture capital fund advisers",statute,NULL,127
119035,"Dodd-Frank - Sec. 408. Exemption of and record keeping by private equity fund advisers",statute,NULL,127
119036,"Dodd-Frank - Sec. 409. Family offices",statute,NULL,127
119037,"Dodd-Frank - Sec. 410. State and Federal responsibilities; asset threshold for Federal registration of investment",statute,NULL,127
119038,"Dodd-Frank - Sec. 411. Custody of client assets",statute,NULL,127
119039,"Dodd-Frank - Sec. 412. Adjusting the accredited investor standard",statute,NULL,127
119040,"Dodd-Frank - Sec. 413. GAO study and report on accredited investors",statute,NULL,127
119041,"Dodd-Frank - Sec. 414. GAO study on self-regulatory organization for private funds",statute,NULL,127
119042,"Dodd-Frank - Sec. 415. Commission study and report on short selling",statute,NULL,127
119043,"Dodd-Frank - Sec. 416. Transition period",statute,NULL,127
119044,"Dodd-Frank - Sec. 501. Short title",statute,NULL,127
119045,"Dodd-Frank - Sec. 502. Federal Insurance Office",statute,NULL,127
119046,"Dodd-Frank - Sec. 511. Short title",statute,NULL,127
119047,"Dodd-Frank - Sec. 512. Effective date",statute,NULL,127
119048,"Dodd-Frank - Sec. 521. Reporting, payment, and allocation of premium taxes",statute,NULL,127
119049,"Dodd-Frank - Sec. 522. Regulation of nonadmitted insurance by insured's home State",statute,NULL,127
119050,"Dodd-Frank - Sec. 523. Participation in national producer database",statute,NULL,127
119051,"Dodd-Frank - Sec. 524. Uniform standards for surplus lines eligibility",statute,NULL,127
119052,"Dodd-Frank - Sec. 525. Streamlined application for commercial purchasers",statute,NULL,127
119053,"Dodd-Frank - Sec. 526. GAO study of nonadmitted insurance market",statute,NULL,127
119054,"Dodd-Frank - Sec. 527. Definitions",statute,NULL,127
119055,"Dodd-Frank - Sec. 531. Regulation of credit for reinsurance and reinsurance agreements",statute,NULL,127
119056,"Dodd-Frank - Sec. 532. Regulation of reinsurer solvency",statute,NULL,127
119057,"Dodd-Frank - Sec. 533. Definitions",statute,NULL,127
119058,"Dodd-Frank - Sec. 541. Rule of construction",statute,NULL,127
119059,"Dodd-Frank - Sec. 542. Severability",statute,NULL,127
119060,"Dodd-Frank - Sec. 601. Short title",statute,NULL,127
119061,"Dodd-Frank - Sec. 602. Definition",statute,NULL,127
119062,"Dodd-Frank - Sec. 603. Moratorium and study on treatment of credit card banks, industrial loan companies, and certain other companies under the Bank Holding Company Act of 1956",statute,NULL,127
119063,"Dodd-Frank - Sec. 604. Reports and examinations of holding companies; regulation of functionally regulated subsidiaries",statute,NULL,127
119064,"Dodd-Frank - Sec. 605. Assuring consistent oversight of permissible activities of depository institution subsidiaries of holding companies",statute,NULL,127
119065,"Dodd-Frank - Sec. 606. Requirements for financial holding companies to remain well capitalized and well managed",statute,NULL,127
119066,"Dodd-Frank - Sec. 607. Standards for interstate acquisitions",statute,NULL,127
119067,"Dodd-Frank - Sec. 608. Enhancing existing restrictions on bank transactions with affiliates",statute,NULL,127
119068,"Dodd-Frank - Sec. 609. Eliminating exceptions for transactions with financial subsidiaries",statute,NULL,127
119069,"Dodd-Frank - Sec. 610. Lending limits applicable to credit exposure on derivative transactions, repurchase agreements, and securities lending and borrowing transactions",statute,NULL,127
119070,"Dodd-Frank - Sec. 611. Consistent treatment of derivative transactions in lending limits",statute,NULL,127
119071,"Dodd-Frank - Sec. 612. Restriction on conversions of troubled banks",statute,NULL,127
119072,"Dodd-Frank - Sec. 613. De novo branching into States",statute,NULL,127
119073,"Dodd-Frank - Sec. 614. Lending limits to insiders",statute,NULL,127
119074,"Dodd-Frank - Sec. 615. Limitations on purchases of assets from insiders",statute,NULL,127
119075,"Dodd-Frank - Sec. 616. Regulations regarding capital levels",statute,NULL,127
119076,"Dodd-Frank - Sec. 617. Elimination of elective investment bank holding company framework",statute,NULL,127
119077,"Dodd-Frank - Sec. 618. Securities holding companies",statute,NULL,127
119078,"Dodd-Frank - Sec. 619. Prohibitions on proprietary trading and certain relationships with hedge funds and private equity funds",statute,NULL,127
119079,"Dodd-Frank - Sec. 620. Study of bank investment activities",statute,NULL,127
119080,"Dodd-Frank - Sec. 621. Conflicts of interest",statute,NULL,127
119081,"Dodd-Frank - Sec. 622. Concentration limits on large financial firms",statute,NULL,127
119082,"Dodd-Frank - Sec. 623. Interstate merger transactions",statute,NULL,127
119083,"Dodd-Frank - Sec. 624. Qualified thrift lenders",statute,NULL,127
119084,"Dodd-Frank - Sec. 625. Treatment of dividends by certain mutual holding companies",statute,NULL,127
119085,"Dodd-Frank - Sec. 626. Intermediate holding companies",statute,NULL,127
119086,"Dodd-Frank - Sec. 627. Interest-bearing transaction accounts authorized",statute,NULL,127
119087,"Dodd-Frank - Sec. 628. Credit card bank small business lending",statute,NULL,127
119088,"Dodd-Frank - Sec. 701. Short title",statute,NULL,127
119089,"Dodd-Frank - Sec. 711. Definitions",statute,NULL,127
119090,"Dodd-Frank - Sec. 712. Review of regulatory authority",statute,NULL,127
119091,"Dodd-Frank - Sec. 713. Portfolio margining conforming changes",statute,NULL,127
119092,"Dodd-Frank - Sec. 714. Abusive swaps",statute,NULL,127
119093,"Dodd-Frank - Sec. 715. Authority to prohibit participation in swap activities",statute,NULL,127
119094,"Dodd-Frank - Sec. 716. Prohibition against Federal Government bailouts of swaps entities",statute,NULL,127
119095,"Dodd-Frank - Sec. 717. New product approval CFTC—SEC process",statute,NULL,127
119096,"Dodd-Frank - Sec. 718. Determining status of novel derivative products",statute,NULL,127
119097,"Dodd-Frank - Sec. 719. Studies",statute,NULL,127
119098,"Dodd-Frank - Sec. 720. Memorandum",statute,NULL,127
119099,"Dodd-Frank - Sec. 721. Definitions",statute,NULL,127
119100,"Dodd-Frank - Sec. 722. Jurisdiction",statute,NULL,127
119101,"Dodd-Frank - Sec. 723. Clearing",statute,NULL,127
119102,"Dodd-Frank - Sec. 724. Swaps; segregation and bankruptcy treatment",statute,NULL,127
119103,"Dodd-Frank - Sec. 725. Derivatives clearing organizations",statute,NULL,127
119104,"Dodd-Frank - Sec. 726. Rulemaking on conflict of interest",statute,NULL,127
119105,"Dodd-Frank - Sec. 727. Public reporting of swap transaction data",statute,NULL,127
119106,"Dodd-Frank - Sec. 728. Swap data repositories",statute,NULL,127
119107,"Dodd-Frank - Sec. 729. Reporting and recordkeeping",statute,NULL,127
119108,"Dodd-Frank - Sec. 730. Large swap trader reporting",statute,NULL,127
119109,"Dodd-Frank - Sec. 731. Registration and regulation of swap dealers and major swap participants",statute,NULL,127
119110,"Dodd-Frank - Sec. 732. Conflicts of interest",statute,NULL,127
119111,"Dodd-Frank - Sec. 733. Swap execution facilities",statute,NULL,127
119112,"Dodd-Frank - Sec. 734. Derivatives transaction execution facilities and exempt boards of trade",statute,NULL,127
119113,"Dodd-Frank - Sec. 735. Designated contract markets",statute,NULL,127
119114,"Dodd-Frank - Sec. 736. Margin",statute,NULL,127
119115,"Dodd-Frank - Sec. 737. Position limits",statute,NULL,127
119116,"Dodd-Frank - Sec. 738. Foreign boards of trade",statute,NULL,127
119117,"Dodd-Frank - Sec. 739. Legal certainty for swaps",statute,NULL,127
119118,"Dodd-Frank - Sec. 740. Multilateral clearing organizations",statute,NULL,127
119119,"Dodd-Frank - Sec. 741. Enforcement",statute,NULL,127
119120,"Dodd-Frank - Sec. 742. Retail commodity transactions",statute,NULL,127
119121,"Dodd-Frank - Sec. 743. Other authority",statute,NULL,127
119122,"Dodd-Frank - Sec. 744. Restitution remedies",statute,NULL,127
119123,"Dodd-Frank - Sec. 745. Enhanced compliance by registered entities",statute,NULL,127
119124,"Dodd-Frank - Sec. 746. Insider trading",statute,NULL,127
119125,"Dodd-Frank - Sec. 747. Antidisruptive practices authority",statute,NULL,127
119126,"Dodd-Frank - Sec. 748. Commodity whistleblower incentives and protection",statute,NULL,127
119127,"Dodd-Frank - Sec. 749. Conforming amendments",statute,NULL,127
119128,"Dodd-Frank - Sec. 750. Study on oversight of carbon markets",statute,NULL,127
119129,"Dodd-Frank - Sec. 751. Energy and environmental markets advisory committee",statute,NULL,127
119130,"Dodd-Frank - Sec. 752. International harmonization",statute,NULL,127
119131,"Dodd-Frank - Sec. 753. Anti-manipulation authority",statute,NULL,127
119132,"Dodd-Frank - Sec. 754. Effective date",statute,NULL,127
119133,"Dodd-Frank - Sec. 761. Definitions under the Securities Exchange Act of 1934",statute,NULL,127
119134,"Dodd-Frank - Sec. 762. Repeal of prohibition on regulation of security-based swap agreements",statute,NULL,127
119135,"Dodd-Frank - Sec. 763. Amendments to the Securities Exchange Act of 1934",statute,NULL,127
119136,"Dodd-Frank - Sec. 764. Registration and regulation of security-based swap dealers and major security-based swap participants",statute,NULL,127
119137,"Dodd-Frank - Sec. 765. Rulemaking on conflict of interest",statute,NULL,127
119138,"Dodd-Frank - Sec. 766. Reporting and recordkeeping",statute,NULL,127
119139,"Dodd-Frank - Sec. 767. State gaming and bucket shop laws",statute,NULL,127
119140,"Dodd-Frank - Sec. 768. Amendments to the Securities Act of 1933; treatment of security-based swaps",statute,NULL,127
119141,"Dodd-Frank - Sec. 769. Definitions under the Investment Company Act of 1940",statute,NULL,127
119142,"Dodd-Frank - Sec. 770. Definitions under the Investment Advisers Act of 1940",statute,NULL,127
119143,"Dodd-Frank - Sec. 771. Other authority",statute,NULL,127
119144,"Dodd-Frank - Sec. 772. Jurisdiction",statute,NULL,127
119145,"Dodd-Frank - Sec. 773. Civil penalties",statute,NULL,127
119146,"Dodd-Frank - Sec. 774. Effective date",statute,NULL,127
119147,"Dodd-Frank - Sec. 801. Short title",statute,NULL,127
119148,"Dodd-Frank - Sec. 802. Findings and purposes",statute,NULL,127
119149,"Dodd-Frank - Sec. 803. Definitions",statute,NULL,127
119150,"Dodd-Frank - Sec. 804. Designation of systemic importance",statute,NULL,127
119151,"Dodd-Frank - Sec. 805. Standards for systemically important financial market utilities and payment, clearing or settlement activities",statute,NULL,127
119152,"Dodd-Frank - Sec. 806. Operations of designated financial market utilities",statute,NULL,127
119153,"Dodd-Frank - Sec. 807. Examination of and enforcement actions against designated financial market utilities",statute,NULL,127
119154,"Dodd-Frank - Sec. 808. Examination of and enforcement actions against financial institutions subject to standards for designated activities",statute,NULL,127
119155,"Dodd-Frank - Sec. 809. Requests for information, reports, or records",statute,NULL,127
119156,"Dodd-Frank - Sec. 810. Rulemaking",statute,NULL,127
119157,"Dodd-Frank - Sec. 811. Other authority",statute,NULL,127
119158,"Dodd-Frank - Sec. 812. Consultation",statute,NULL,127
119159,"Dodd-Frank - Sec. 813. Common framework for designated clearing entity risk management",statute,NULL,127
119160,"Dodd-Frank - Sec. 814. Effective date",statute,NULL,127
119161,"Dodd-Frank - Sec. 901. Short title",statute,NULL,127
119162,"Dodd-Frank - Sec. 911. Investor Advisory Committee established",statute,NULL,127
119163,"Dodd-Frank - Sec. 912. Clarification of authority of the Commission to engage in investor testing",statute,NULL,127
119164,"Dodd-Frank - Sec. 913. Study and rulemaking regarding obligations of brokers, dealers, and investment advisers",statute,NULL,127
119165,"Dodd-Frank - Sec. 914. Study on enhancing investment adviser examinations",statute,NULL,127
119166,"Dodd-Frank - Sec. 915. Office of the Investor Advocate",statute,NULL,127
119167,"Dodd-Frank - Sec. 916. Streamlining of filing procedures for self-regulatory organizations",statute,NULL,127
119168,"Dodd-Frank - Sec. 917. Study regarding financial literacy among investors",statute,NULL,127
119169,"Dodd-Frank - Sec. 918. Study regarding mutual fund advertising",statute,NULL,127
119170,"Dodd-Frank - Sec. 919. Clarification of Commission authority to require investor disclosures before purchase of investment products and services",statute,NULL,127
119171,"Dodd-Frank - Sec. 919A. Study on conflicts of interest",statute,NULL,127
119172,"Dodd-Frank - Sec. 919B. Study on improved investor access to information on investment advisers and broker-dealers",statute,NULL,127
119173,"Dodd-Frank - Sec. 919C. Study on financial planners and the use of financial designations",statute,NULL,127
119174,"Dodd-Frank - Sec. 919D. Ombudsman",statute,NULL,127
119175,"Dodd-Frank - Sec. 921. Authority to restrict mandatory pre-dispute arbitration",statute,NULL,127
119176,"Dodd-Frank - Sec. 922. Whistleblower protection",statute,NULL,127
119177,"Dodd-Frank - Sec. 923. Conforming amendments for whistleblower protection",statute,NULL,127
119178,"Dodd-Frank - Sec. 924. Implementation and transition provisions for whistleblower protection",statute,NULL,127
119179,"Dodd-Frank - Sec. 925. Collateral bars",statute,NULL,127
119180,"Dodd-Frank - Sec. 926. Disqualifying felons and other `bad actors' from Regulation D offerings",statute,NULL,127
119181,"Dodd-Frank - Sec. 927. Equal treatment of self-regulatory organization rules",statute,NULL,127
119182,"Dodd-Frank - Sec. 928. Clarification that section 205 of the Investment Advisers Act of 1940 does not apply to state-registered advisers",statute,NULL,127
119183,"Dodd-Frank - Sec. 929. Unlawful margin lending",statute,NULL,127
119184,"Dodd-Frank - Sec. 929A. Protection for employees of subsidiaries and affiliates of publicly traded companies",statute,NULL,127
119185,"Dodd-Frank - Sec. 929B. Fair Fund amendments",statute,NULL,127
119186,"Dodd-Frank - Sec. 929C. Increasing the borrowing limit on Treasury loans",statute,NULL,127
119187,"Dodd-Frank - Sec. 929D. Lost and stolen securities",statute,NULL,127
119188,"Dodd-Frank - Sec. 929E. Nationwide service of subpoenas",statute,NULL,127
119189,"Dodd-Frank - Sec. 929F. Formerly associated persons",statute,NULL,127
119190,"Dodd-Frank - Sec. 929G. Streamlined hiring authority for market specialists",statute,NULL,127
119191,"Dodd-Frank - Sec. 929H. SIPC Reforms",statute,NULL,127
119192,"Dodd-Frank - Sec. 929I. Protecting confidentiality of materials submitted to the Commission",statute,NULL,127
119193,"Dodd-Frank - Sec. 929J. Expansion of audit information to be produced and exchanged",statute,NULL,127
119194,"Dodd-Frank - Sec. 929K. Sharing privileged information with other authorities",statute,NULL,127
119195,"Dodd-Frank - Sec. 929L. Enhanced application of antifraud provisions",statute,NULL,127
119196,"Dodd-Frank - Sec. 929M. Aiding and abetting authority under the Securities Act and the Investment Company Act",statute,NULL,127
119197,"Dodd-Frank - Sec. 929N. Authority to impose penalties for aiding and abetting violations of the Investment Advisers Act",statute,NULL,127
119198,"Dodd-Frank - Sec. 929O. Aiding and abetting standard of knowledge satisfied by recklessness",statute,NULL,127
119199,"Dodd-Frank - Sec. 929P. Strengthening enforcement by the Commission",statute,NULL,127
119200,"Dodd-Frank - Sec. 929Q. Revision to recordkeeping rule",statute,NULL,127
119201,"Dodd-Frank - Sec. 929R. Beneficial ownership and short-swing profit reporting",statute,NULL,127
119202,"Dodd-Frank - Sec. 929S. Fingerprinting",statute,NULL,127
119203,"Dodd-Frank - Sec. 929T. Equal treatment of self-regulatory organization rules",statute,NULL,127
119204,"Dodd-Frank - Sec. 954. Recovery of erroneously awarded compensation",statute,NULL,127
119205,"Dodd-Frank - Sec. 955. Disclosure regarding employee and director hedging",statute,NULL,127
119206,"Dodd-Frank - Sec. 956. Enhanced compensation structure reporting",statute,NULL,127
119208,"Dodd-Frank - Sec. 961. Report and certification of internal supervisory controls",statute,NULL,127
119209,"Dodd-Frank - Sec. 962. Triennial report on personnel management",statute,NULL,127
119210,"Dodd-Frank - Sec. 963. Annual financial controls audit",statute,NULL,127
119211,"Dodd-Frank - Sec. 964. Report on oversight of national securities associations",statute,NULL,127
119212,"Dodd-Frank - Sec. 965. Compliance examiners",statute,NULL,127
119213,"Dodd-Frank - Sec. 966. Suggestion program for employees of the Commission",statute,NULL,127
119214,"Dodd-Frank - Sec. 967. Commission organizational study and reform",statute,NULL,127
119215,"Dodd-Frank - Sec. 968. Study on SEC revolving door",statute,NULL,127
119217,"Dodd-Frank - Sec. 972. Disclosures regarding chairman and CEO structures",statute,NULL,127
119218,"Dodd-Frank - Sec. 975. Regulation of municipal securities and changes to the board of the MSRB",statute,NULL,127
119219,"Dodd-Frank - Sec. 976. Government Accountability Office study of increased disclosure to investors",statute,NULL,127
119220,"Dodd-Frank - Sec. 977. Government Accountability Office study on the municipal securities markets",statute,NULL,127
119221,"Dodd-Frank - Sec. 978. Funding for Governmental Accounting Standards Board",statute,NULL,127
119222,"Dodd-Frank - Sec. 979. Commission Office of Municipal Securities",statute,NULL,127
119223,"Dodd-Frank - Sec. 981. Authority to share certain information with foreign authorities",statute,NULL,127
119224,"Dodd-Frank - Sec. 982. Oversight of brokers and dealers",statute,NULL,127
119225,"Dodd-Frank - Sec. 983. Portfolio margining",statute,NULL,127
119226,"Dodd-Frank - Sec. 984. Loan or borrowing of securities",statute,NULL,127
119227,"Dodd-Frank - Sec. 985. Technical corrections to Federal securities laws",statute,NULL,127
119228,"Dodd-Frank - Sec. 986. Conforming amendments relating to repeal of the Public Utility Holding Company Act of 1935",statute,NULL,127
